ID,Strand,Circtype,miRNA Binding count,Average free energy,length,GC_content,A_ratio,T_ratio,G_ratio,C_ratio,has_N,Tissue
sample_4009,0,type_0,12,-21.961,454,0.4515,0.2907,0.2577,0.2577,0.1938,FALSE,label_1
sample_4010,0,type_3,12,-21.732,182,0.6154,0.2253,0.1593,0.3132,0.3022,FALSE,label_1
sample_4011,1,type_3,14,-16.856,180,0.4556,0.3056,0.2389,0.2611,0.1944,FALSE,label_2
sample_4012,1,type_4,2,-23.635,250,0.46,0.275,0.265,0.245,0.215,TRUE,label_4
sample_4013,1,type_4,5,-17.468,167,0.4371,0.3293,0.2335,0.2395,0.1976,FALSE,label_1
sample_4014,1,type_0,23,-18.486,811,0.4636,0.2478,0.2885,0.2515,0.2121,FALSE,label_0
sample_4015,1,type_0,19,-17.687,533,0.3508,0.2946,0.3546,0.1895,0.1614,FALSE,label_1
sample_4016,1,type_0,55,-19.094,2439,0.3752,0.2895,0.3354,0.1759,0.1993,FALSE,label_2
sample_4017,0,type_3,2,-17.7,158,0.3734,0.2532,0.3734,0.2215,0.1519,FALSE,label_3
sample_4018,0,type_0,4,-19.892,375,0.3493,0.2827,0.368,0.1787,0.1707,FALSE,label_2
sample_4019,0,type_3,18,-19.919,398,0.5678,0.2563,0.1759,0.304,0.2638,FALSE,label_1
sample_4020,0,type_0,1,-17.84,54,0.4259,0.2593,0.3148,0.3148,0.1111,FALSE,label_1
sample_4021,1,type_0,6,-21.212,376,0.4867,0.2713,0.242,0.2553,0.2314,FALSE,label_2
sample_4022,0,type_0,80,-18.982,2717,0.392,0.3051,0.3029,0.1954,0.1965,FALSE,label_6
sample_4023,1,type_0,4,-23.405,268,0.4179,0.3172,0.2649,0.2015,0.2164,FALSE,label_4
sample_4024,1,type_3,3,-18.483,212,0.4623,0.3019,0.2358,0.2358,0.2264,FALSE,label_2
sample_4025,1,type_0,5,-20.488,299,0.4214,0.2776,0.301,0.2308,0.1906,FALSE,label_2
sample_4026,0,type_3,6,-17.945,188,0.3936,0.2872,0.3191,0.2287,0.1649,FALSE,label_4
sample_4027,1,type_0,12,-19.403,218,0.5872,0.2018,0.211,0.3165,0.2706,FALSE,label_6
sample_4028,1,type_0,1,-21.8,250,0.425,0.285,0.29,0.13,0.295,TRUE,label_0
sample_4029,1,type_3,21,-17.826,297,0.3165,0.3636,0.3199,0.1886,0.1279,FALSE,label_2
sample_4030,1,type_0,2,-19.685,250,0.45,0.235,0.315,0.225,0.225,TRUE,label_0
sample_4031,1,type_0,20,-19.53,326,0.6626,0.1288,0.2086,0.3957,0.2669,FALSE,label_6
sample_4032,0,type_3,13,-19.545,390,0.4462,0.2462,0.3077,0.1769,0.2692,FALSE,label_1
sample_4033,0,type_3,26,-18.691,342,0.4415,0.2456,0.3129,0.2515,0.1901,FALSE,label_4
sample_4034,1,type_3,9,-20.453,600,0.4683,0.3367,0.195,0.1567,0.3117,FALSE,label_1
sample_4035,0,type_3,13,-20.432,294,0.5034,0.2891,0.2075,0.2619,0.2415,FALSE,label_1
sample_4036,0,type_0,5,-19.032,150,0.4667,0.1733,0.36,0.2867,0.18,FALSE,label_0
sample_4037,1,type_0,16,-19.041,239,0.4979,0.2971,0.205,0.3054,0.1925,FALSE,label_6
sample_4038,0,type_0,23,-19.246,274,0.427,0.1825,0.3905,0.3066,0.1204,FALSE,label_3
sample_4039,1,type_0,8,-17.641,290,0.4138,0.3069,0.2793,0.1966,0.2172,FALSE,label_0
sample_4040,0,type_1,12,-18.324,1346,0.2051,0.3566,0.4383,0.0988,0.1062,FALSE,label_1
sample_4041,0,type_2,38,-20.183,1006,0.4851,0.2753,0.2396,0.2435,0.2416,FALSE,label_1
sample_4042,0,type_3,46,-19.731,1030,0.4757,0.3107,0.2136,0.2204,0.2553,FALSE,label_1
sample_4043,0,type_3,9,-17.502,197,0.4619,0.2995,0.2386,0.2843,0.1777,FALSE,label_6
sample_4044,1,type_0,8,-19.189,117,0.4359,0.2393,0.3248,0.2821,0.1538,FALSE,label_3
sample_4045,0,type_0,11,-22.757,159,0.4591,0.2013,0.3396,0.1698,0.2893,FALSE,label_2
sample_4046,1,type_3,10,-18.901,578,0.5311,0.2612,0.2076,0.1782,0.3529,FALSE,label_1
sample_4047,0,type_0,19,-19.601,838,0.4714,0.1933,0.3353,0.2566,0.2148,FALSE,label_1
sample_4048,0,type_0,1,-18.45,204,0.3873,0.201,0.4118,0.1716,0.2157,FALSE,label_3
sample_4049,1,type_3,10,-20.729,297,0.3838,0.2155,0.4007,0.2155,0.1684,FALSE,label_0
sample_4050,1,type_0,2,-20.95,164,0.3415,0.3841,0.2744,0.1402,0.2012,FALSE,label_0
sample_4051,0,type_0,51,-19.134,1458,0.4979,0.2236,0.2785,0.2723,0.2257,FALSE,label_0
sample_4052,0,type_3,29,-18.99,845,0.4876,0.2544,0.258,0.2272,0.2604,FALSE,label_1
sample_4053,1,type_0,24,-20.591,642,0.4299,0.2757,0.2944,0.1869,0.243,FALSE,label_3
sample_4054,1,type_0,1,-29.46,250,0.48,0.25,0.27,0.28,0.2,TRUE,label_0
sample_4055,1,type_0,3,-18.24,78,0.4744,0.3846,0.141,0.1667,0.3077,FALSE,label_3
sample_4056,1,type_0,18,-19.398,709,0.4401,0.4288,0.1312,0.0874,0.3526,FALSE,label_5
sample_4057,0,type_0,56,-19.165,2439,0.3682,0.3346,0.2973,0.173,0.1952,FALSE,label_2
sample_4058,1,type_0,1,-25.06,250,0.56,0.195,0.245,0.3,0.26,TRUE,label_3
sample_4059,0,type_0,18,-19.066,478,0.4247,0.3222,0.2531,0.1736,0.251,FALSE,label_1
sample_4060,0,type_0,2,-15.585,250,0.46,0.14,0.4,0.215,0.245,TRUE,label_0
sample_4061,0,type_3,16,-19.744,453,0.4923,0.2759,0.2318,0.2185,0.2737,FALSE,label_1
sample_4062,0,type_3,7,-20.142,273,0.5055,0.2894,0.2051,0.2344,0.2711,FALSE,label_1
sample_4063,1,type_3,2,-25.775,76,0.5395,0.3026,0.1579,0.3421,0.1974,FALSE,label_2
sample_4064,0,type_0,11,-18.829,243,0.5267,0.2058,0.2675,0.2922,0.2346,FALSE,label_3
sample_4065,0,type_3,9,-19.536,210,0.5238,0.2476,0.2286,0.2857,0.2381,FALSE,label_2
sample_4066,1,type_0,18,-19.555,149,0.5705,0.2013,0.2282,0.2617,0.3087,FALSE,label_2
sample_4067,0,type_0,7,-19.959,275,0.4036,0.3455,0.2509,0.2145,0.1891,FALSE,label_2
sample_4068,1,type_0,19,-19.1,405,0.4395,0.2617,0.2988,0.2222,0.2173,FALSE,label_0
sample_4069,0,type_3,21,-21.361,800,0.6,0.22,0.18,0.2888,0.3113,FALSE,label_1
sample_4070,1,type_0,6,-17.855,2649,0.4778,0.2574,0.2648,0.2464,0.2315,TRUE,label_0
sample_4071,1,type_0,18,-18.557,340,0.4971,0.3147,0.1882,0.3118,0.1853,FALSE,label_3
sample_4072,1,type_0,20,-17.283,685,0.4628,0.2628,0.2745,0.1971,0.2657,FALSE,label_2
sample_4073,1,type_0,2,-19.473,94,0.3298,0.5,0.1702,0.117,0.2128,FALSE,label_1
sample_4074,1,type_0,3,-17.11,250,0.46,0.28,0.26,0.225,0.235,TRUE,label_0
sample_4075,0,type_0,59,-19.315,2232,0.3866,0.3136,0.2997,0.19,0.1967,FALSE,label_2
sample_4076,0,type_0,1,-16.41,139,0.4245,0.3669,0.2086,0.295,0.1295,FALSE,label_2
sample_4077,0,type_0,36,-17.706,1160,0.4259,0.3207,0.2534,0.2,0.2259,FALSE,label_0
sample_4078,0,type_3,34,-21.435,885,0.5695,0.2554,0.1751,0.2644,0.3051,FALSE,label_0
sample_4079,0,type_0,5,-21.512,175,0.4114,0.2743,0.3143,0.2171,0.1943,FALSE,label_6
sample_4080,1,type_2,2,-16.86,250,0.44,0.285,0.275,0.235,0.205,TRUE,label_2
sample_4081,1,type_0,3,-15.827,250,0.455,0.235,0.31,0.285,0.17,TRUE,label_2
sample_4082,1,type_3,20,-17.907,887,0.398,0.3867,0.2153,0.1928,0.2052,FALSE,label_5
sample_4083,0,type_0,61,-19.917,1927,0.3591,0.3269,0.314,0.1764,0.1827,FALSE,label_2
sample_4084,0,type_0,7,-16.613,298,0.3423,0.3289,0.3289,0.2114,0.1309,FALSE,label_0
sample_4085,1,type_1,55,-19.467,1610,0.3963,0.3118,0.2919,0.2025,0.1938,FALSE,label_5
sample_4086,1,type_0,1,-15.97,250,0.255,0.315,0.43,0.175,0.08,TRUE,label_5
sample_4087,1,type_0,1,-17.23,193,0.342,0.1658,0.4922,0.3057,0.0363,FALSE,label_2
sample_4088,1,type_1,5,-18.668,219,0.3425,0.3288,0.3288,0.1461,0.1963,FALSE,label_4
sample_4089,1,type_1,18,-20.165,530,0.3868,0.3,0.3132,0.1962,0.1906,FALSE,label_2
sample_4090,0,type_4,62,-18.608,2603,0.3623,0.3254,0.3123,0.176,0.1863,FALSE,label_0
sample_4091,0,type_0,5,-19.648,144,0.5139,0.3403,0.1458,0.3125,0.2014,FALSE,label_4
sample_4092,0,type_0,13,-18.734,347,0.4496,0.2709,0.2795,0.2622,0.1873,FALSE,label_2
sample_4093,1,type_0,9,-19.783,502,0.3108,0.3127,0.3765,0.1434,0.1673,FALSE,label_4
sample_4094,0,type_0,21,-19.08,519,0.4663,0.3102,0.2235,0.2235,0.2428,FALSE,label_1
sample_4095,1,type_3,3,-24.007,191,0.5916,0.2513,0.1571,0.2932,0.2984,FALSE,label_3
sample_4096,1,type_3,10,-19.234,432,0.5069,0.3148,0.1782,0.3171,0.1898,FALSE,label_3
sample_4097,1,type_0,4,-18.145,250,0.495,0.215,0.29,0.215,0.28,TRUE,label_1
sample_4098,0,type_0,50,-20.4,1556,0.4576,0.2455,0.2969,0.2185,0.2391,FALSE,label_4
sample_4099,0,type_4,8,-20.858,274,0.427,0.2774,0.2956,0.2445,0.1825,FALSE,label_2
sample_4100,0,type_3,31,-19.449,797,0.4843,0.2836,0.2321,0.2258,0.2585,FALSE,label_1
sample_4101,0,type_3,38,-20.211,1298,0.4931,0.2119,0.2951,0.2381,0.255,FALSE,label_1
sample_4102,1,type_0,1,-21.72,250,0.575,0.3,0.125,0.31,0.265,TRUE,label_4
sample_4103,1,type_3,16,-18.679,311,0.5048,0.2733,0.2219,0.2605,0.2444,FALSE,label_1
sample_4104,0,type_0,1,-18.56,34,0.4706,0.3529,0.1765,0.2059,0.2647,FALSE,label_1
sample_4105,1,type_3,19,-20.424,243,0.4774,0.2798,0.2428,0.2593,0.2181,FALSE,label_1
sample_4106,0,type_0,2,-20.93,57,0.5439,0.4035,0.0526,0.2281,0.3158,FALSE,label_3
sample_4107,1,type_3,21,-18.708,383,0.5457,0.2376,0.2167,0.2689,0.2768,FALSE,label_2
sample_4108,0,type_0,7,-20.945,154,0.4481,0.3052,0.2468,0.2013,0.2468,FALSE,label_5
sample_4109,0,type_3,11,-20.376,174,0.5115,0.2586,0.2299,0.3161,0.1954,FALSE,label_1
sample_4110,0,type_0,4,-16.313,164,0.372,0.3049,0.3232,0.1951,0.1768,FALSE,label_2
sample_4111,1,type_0,15,-19.831,1488,0.3273,0.2688,0.4039,0.1371,0.1902,FALSE,label_2
sample_4112,0,type_0,3,-18.89,0,0,0,0,0,0,FALSE,label_1
sample_4113,0,type_0,1,-24.57,250,0.575,0.125,0.3,0.265,0.31,TRUE,label_4
sample_4114,0,type_0,1,-15.31,250,0.51,0.305,0.185,0.215,0.295,TRUE,label_2
sample_4115,1,type_3,23,-20.192,563,0.4387,0.3499,0.2114,0.2327,0.206,FALSE,label_0
sample_4116,1,type_0,12,-19.964,312,0.5897,0.1378,0.2724,0.2372,0.3526,FALSE,label_2
sample_4117,1,type_0,11,-17.928,195,0.3744,0.3487,0.2769,0.2359,0.1385,FALSE,label_1
sample_4118,0,type_3,29,-20.817,1079,0.5338,0.2669,0.1993,0.2539,0.2799,FALSE,label_1
sample_4119,0,type_0,12,-17.078,204,0.3431,0.2892,0.3676,0.2353,0.1078,FALSE,label_2
sample_4120,0,type_0,32,-18.833,527,0.4194,0.277,0.3036,0.1689,0.2505,FALSE,label_5
sample_4121,0,type_3,39,-19.613,875,0.4857,0.2571,0.2571,0.2709,0.2149,FALSE,label_1
sample_4122,0,type_3,12,-18.176,100,0.49,0.21,0.3,0.32,0.17,FALSE,label_2
sample_4123,1,type_0,1,-17.82,250,0.295,0.355,0.35,0.12,0.175,TRUE,label_1
sample_4124,1,type_3,6,-17.855,232,0.4828,0.2716,0.2457,0.2457,0.2371,FALSE,label_2
sample_4125,0,type_0,1,-15.93,93,0.2796,0.3011,0.4194,0.1935,0.086,FALSE,label_1
sample_4126,0,type_3,5,-21.43,204,0.5,0.2598,0.2402,0.3431,0.1569,FALSE,label_4
sample_4127,0,type_0,16,-18.957,263,0.4677,0.1977,0.3346,0.2319,0.2357,FALSE,label_4
sample_4128,0,type_3,4,-24.268,354,0.6497,0.1441,0.2062,0.209,0.4407,FALSE,label_3
sample_4129,0,type_0,70,-19.047,2665,0.3812,0.3159,0.3028,0.179,0.2023,FALSE,label_6
sample_4130,1,type_0,2,-20.743,74,0.4054,0.2162,0.3784,0.2162,0.1892,FALSE,label_1
sample_4131,0,type_0,15,-18.795,465,0.3634,0.3548,0.2817,0.1548,0.2086,FALSE,label_3
sample_4132,0,type_3,8,-19.553,198,0.6162,0.3182,0.0657,0.2626,0.3535,FALSE,label_3
sample_4133,0,type_0,1,-16.19,55,0.3273,0.4909,0.1818,0.0727,0.2545,FALSE,label_1
sample_4134,0,type_3,1,-15.27,69,0.5507,0.2609,0.1884,0.3623,0.1884,FALSE,label_3
sample_4135,1,type_0,8,-17.759,210,0.3619,0.3714,0.2667,0.181,0.181,FALSE,label_4
sample_4136,0,type_0,2,-17.42,162,0.3765,0.4198,0.2037,0.216,0.1605,FALSE,label_4
sample_4137,0,type_3,13,-22.045,247,0.5506,0.2794,0.17,0.2996,0.251,FALSE,label_1
sample_4138,1,type_3,58,-19.409,2544,0.4654,0.3039,0.2307,0.2472,0.2182,FALSE,label_1
sample_4139,0,type_0,62,-18.14,2435,0.4292,0.2045,0.3663,0.2296,0.1996,FALSE,label_5
sample_4140,0,type_0,1,-21.96,250,0.47,0.305,0.225,0.3,0.17,TRUE,label_1
sample_4141,1,type_0,1,-16.5,156,0.3077,0.3718,0.3205,0.1987,0.109,FALSE,label_5
sample_4142,1,type_0,21,-21.706,261,0.6054,0.1877,0.2069,0.3333,0.272,FALSE,label_0
sample_4143,1,type_0,7,-22.37,208,0.5048,0.1827,0.3125,0.274,0.2308,FALSE,label_2
sample_4144,0,type_0,15,-17.885,464,0.3793,0.403,0.2177,0.2047,0.1746,FALSE,label_6
sample_4145,0,type_0,3,-18.643,90,0.4333,0.1778,0.3889,0.2111,0.2222,FALSE,label_0
sample_4146,0,type_0,2,-17.05,75,0.52,0.1867,0.2933,0.3067,0.2133,FALSE,label_2
sample_4147,1,type_3,10,-18.405,504,0.4802,0.381,0.1389,0.254,0.2262,FALSE,label_5
sample_4148,0,type_0,1,-16.66,250,0.525,0.18,0.295,0.225,0.3,TRUE,label_0
sample_4149,0,type_0,3,-17.18,94,0.4894,0.266,0.2447,0.1596,0.3298,FALSE,label_3
sample_4150,1,type_0,61,-19.248,2422,0.4356,0.2692,0.2952,0.218,0.2176,FALSE,label_4
sample_4151,0,type_3,12,-17.727,333,0.4655,0.2763,0.2583,0.2192,0.2462,FALSE,label_1
sample_4152,1,type_3,11,-18.847,415,0.5614,0.2506,0.188,0.2337,0.3277,FALSE,label_1
sample_4153,0,type_0,8,-18.152,313,0.2812,0.3706,0.3482,0.131,0.1502,FALSE,label_2
sample_4154,1,type_3,24,-19.506,593,0.4671,0.3524,0.1804,0.2024,0.2648,FALSE,label_1
sample_4155,1,type_3,9,-20.463,308,0.5162,0.211,0.2727,0.2338,0.2825,FALSE,label_1
sample_4156,0,type_0,6,-20.427,275,0.3745,0.3127,0.3127,0.1745,0.2,FALSE,label_3
sample_4157,0,type_3,12,-18.659,393,0.4911,0.2901,0.2188,0.1756,0.3155,FALSE,label_2
sample_4158,1,type_0,7,-20.896,250,0.485,0.085,0.43,0.135,0.35,TRUE,label_5
sample_4159,1,type_0,3,-18.583,250,0.435,0.34,0.225,0.24,0.195,TRUE,label_4
sample_4160,1,type_0,21,-19.148,1133,0.3495,0.3866,0.2639,0.1695,0.1801,FALSE,label_2
sample_4161,1,type_0,13,-19.57,261,0.4176,0.3333,0.249,0.2184,0.1992,FALSE,label_0
sample_4162,1,type_3,6,-19.967,241,0.5353,0.2656,0.1992,0.3071,0.2282,FALSE,label_6
sample_4163,0,type_3,2,-18.067,150,0.4733,0.3467,0.18,0.2,0.2733,FALSE,label_0
sample_4164,1,type_3,1,-16.43,89,0.4719,0.3258,0.2022,0.2697,0.2022,FALSE,label_2
sample_4165,1,type_0,5,-24.577,128,0.5078,0.25,0.2422,0.2109,0.2969,FALSE,label_6
sample_4166,1,type_0,5,-19.326,250,0.54,0.175,0.285,0.29,0.25,TRUE,label_5
sample_4167,0,type_3,3,-17.407,189,0.4815,0.2804,0.2381,0.1534,0.328,FALSE,label_1
sample_4168,0,type_3,15,-18.318,711,0.3741,0.3741,0.2518,0.166,0.2082,FALSE,label_3
sample_4169,1,type_3,21,-20.271,789,0.6109,0.1812,0.2079,0.2066,0.4043,FALSE,label_1
sample_4170,1,type_0,16,-18.247,372,0.5027,0.2151,0.2823,0.4194,0.0833,FALSE,label_3
sample_4171,0,type_0,11,-17.965,228,0.3596,0.3289,0.3114,0.136,0.2237,FALSE,label_6
sample_4172,1,type_3,39,-19.364,806,0.4913,0.2754,0.2333,0.2742,0.2171,FALSE,label_1
sample_4173,0,type_0,15,-19.557,1444,0.3269,0.3539,0.3193,0.1821,0.1447,FALSE,label_5
sample_4174,0,type_1,2,-18.67,125,0.448,0.272,0.28,0.32,0.128,FALSE,label_1
sample_4175,0,type_3,8,-21.764,127,0.5039,0.315,0.1811,0.315,0.189,FALSE,label_3
sample_4176,0,type_3,4,-19.47,160,0.425,0.3375,0.2375,0.2875,0.1375,FALSE,label_2
sample_4177,1,type_1,2,-16.79,164,0.3354,0.2622,0.4024,0.1341,0.2012,FALSE,label_5
sample_4178,0,type_0,6,-22.015,192,0.4323,0.3021,0.2656,0.1927,0.2396,FALSE,label_2
sample_4179,0,type_0,56,-18.529,2821,0.3375,0.3322,0.3304,0.1673,0.1702,FALSE,label_2
sample_4180,0,type_0,10,-20.185,539,0.4824,0.3673,0.1503,0.1002,0.3822,FALSE,label_0
sample_4181,1,type_0,1,-19.31,250,0.5,0.23,0.27,0.275,0.225,TRUE,label_2
sample_4182,0,type_0,30,-21.142,1279,0.5715,0.2033,0.2252,0.2651,0.3065,FALSE,label_5
sample_4183,0,type_3,5,-19.766,276,0.4746,0.2754,0.25,0.2319,0.2428,FALSE,label_2
sample_4184,1,type_3,4,-18.568,161,0.4224,0.354,0.2236,0.3478,0.0745,FALSE,label_4
sample_4185,0,type_0,6,-19.002,234,0.3803,0.3034,0.3162,0.1538,0.2265,FALSE,label_0
sample_4186,1,type_0,10,-21.497,309,0.5599,0.2977,0.1424,0.2557,0.3042,FALSE,label_4
sample_4187,0,type_3,9,-18.497,231,0.5281,0.3117,0.1602,0.342,0.1861,FALSE,label_1
sample_4188,0,type_0,1,-16.47,250,0.505,0.28,0.215,0.305,0.2,TRUE,label_3
sample_4189,1,type_0,56,-19.311,2208,0.4755,0.2369,0.2876,0.2699,0.2056,FALSE,label_1
sample_4190,0,type_3,3,-21.774,126,0.5873,0.2222,0.1905,0.3095,0.2778,FALSE,label_6
sample_4191,1,type_4,14,-17.576,139,0.4388,0.3741,0.1871,0.2662,0.1727,FALSE,label_1
sample_4192,1,type_3,15,-19.955,621,0.4928,0.2496,0.2576,0.2367,0.256,FALSE,label_4
sample_4193,1,type_0,25,-18.385,1079,0.3679,0.3281,0.304,0.1946,0.1733,FALSE,label_0
sample_4194,0,type_0,2,-16.32,313,0.2716,0.3259,0.4026,0.1917,0.0799,FALSE,label_3
sample_4195,0,type_3,30,-18.913,902,0.4623,0.3149,0.2228,0.2428,0.2195,FALSE,label_1
sample_4196,1,type_3,21,-19.265,234,0.594,0.1838,0.2222,0.3504,0.2436,FALSE,label_2
sample_4197,1,type_3,26,-21.662,753,0.4436,0.3108,0.2457,0.2297,0.2138,FALSE,label_1
sample_4198,0,type_3,8,-18.068,336,0.5595,0.2292,0.2113,0.3095,0.25,FALSE,label_2
sample_4199,1,type_4,56,-19.063,1918,0.3399,0.3478,0.3123,0.1387,0.2013,FALSE,label_1
sample_4200,1,type_0,2,-20.598,63,0.4444,0.2857,0.2698,0.3016,0.1429,FALSE,label_1
sample_4201,1,type_0,1,-22.35,250,0.5,0.29,0.21,0.22,0.28,TRUE,label_1
sample_4202,1,type_3,14,-20.564,143,0.3427,0.2657,0.3916,0.1608,0.1818,FALSE,label_4
sample_4203,0,type_3,12,-20.368,270,0.4963,0.3148,0.1889,0.2704,0.2259,FALSE,label_1
sample_4204,1,type_1,8,-19.951,325,0.4246,0.3262,0.2492,0.2308,0.1938,FALSE,label_2
sample_4205,1,type_0,46,-18.683,2199,0.3925,0.2992,0.3083,0.1855,0.2069,FALSE,label_2
sample_4206,1,type_3,3,-17.61,99,0.4949,0.2727,0.2323,0.2424,0.2525,FALSE,label_6
sample_4207,0,type_0,33,-18.314,1009,0.4153,0.2141,0.3707,0.2121,0.2032,FALSE,label_5
sample_4208,1,type_0,1,-15.19,250,0.54,0.135,0.325,0.25,0.29,TRUE,label_2
sample_4209,0,type_0,10,-17.854,607,0.5387,0.2982,0.1631,0.0857,0.453,FALSE,label_0
sample_4210,1,type_0,12,-18.714,273,0.5495,0.1612,0.2894,0.2344,0.315,FALSE,label_3
sample_4211,1,type_2,3,-21.533,159,0.3836,0.2642,0.3522,0.2327,0.1509,FALSE,label_4
sample_4212,0,type_3,40,-19.093,1634,0.4737,0.3029,0.2234,0.2264,0.2472,FALSE,label_1
sample_4213,0,type_0,2,-16.453,142,0.3803,0.3099,0.3099,0.0915,0.2887,FALSE,label_0
sample_4214,1,type_0,1,-23.15,250,0.535,0.255,0.21,0.26,0.275,TRUE,label_0
sample_4215,0,type_0,1,-18.32,48,0.3125,0.3333,0.3542,0.1458,0.1667,FALSE,label_0
sample_4216,0,type_0,4,-18.878,223,0.3363,0.3408,0.3229,0.157,0.1794,FALSE,label_0
sample_4217,1,type_0,52,-19.138,1840,0.4424,0.3027,0.2549,0.2299,0.2125,FALSE,label_0
sample_4218,0,type_0,5,-18.292,237,0.4979,0.1139,0.3882,0.2152,0.2827,FALSE,label_4
sample_4219,0,type_1,6,-19.578,218,0.4266,0.3257,0.2477,0.2202,0.2064,FALSE,label_2
sample_4220,0,type_3,10,-17.495,174,0.4828,0.2356,0.2816,0.3046,0.1782,FALSE,label_4
sample_4221,1,type_0,1,-21.01,96,0.4896,0.2604,0.25,0.2812,0.2083,FALSE,label_6
sample_4222,0,type_3,67,-19.073,2296,0.4909,0.2962,0.213,0.2544,0.2365,FALSE,label_1
sample_4223,0,type_0,3,-17.23,97,0.3196,0.3093,0.3711,0.1856,0.134,FALSE,label_1
sample_4224,1,type_0,7,-19.02,293,0.4608,0.2048,0.3345,0.1945,0.2662,FALSE,label_0
sample_4225,1,type_1,8,-19.779,204,0.5686,0.299,0.1324,0.3676,0.201,FALSE,label_0
sample_4226,0,type_0,1,-17.32,250,0.385,0.32,0.295,0.175,0.21,TRUE,label_2
sample_4227,0,type_0,8,-17.806,269,0.4089,0.223,0.368,0.1859,0.223,FALSE,label_0
sample_4228,0,type_3,9,-23.168,517,0.5416,0.2437,0.2147,0.2766,0.265,FALSE,label_1
sample_4229,0,type_0,30,-18.478,2168,0.2542,0.3469,0.399,0.131,0.1232,FALSE,label_5
sample_4230,1,type_0,6,-23.246,249,0.4699,0.253,0.2771,0.1767,0.2932,FALSE,label_2
sample_4231,0,type_0,6,-21.002,201,0.5821,0.0647,0.3532,0.393,0.1891,FALSE,label_2
sample_4232,1,type_0,5,-20.58,156,0.6795,0.1795,0.141,0.3526,0.3269,FALSE,label_4
sample_4233,1,type_0,4,-22.22,209,0.3541,0.3589,0.2871,0.1244,0.2297,FALSE,label_4
sample_4234,0,type_0,40,-19.209,1099,0.4277,0.2539,0.3185,0.2229,0.2047,FALSE,label_0
sample_4235,1,type_3,6,-18.869,272,0.4191,0.3309,0.25,0.2463,0.1728,FALSE,label_2
sample_4236,0,type_3,6,-17.903,258,0.4884,0.2984,0.2132,0.314,0.1744,FALSE,label_0
sample_4237,1,type_1,8,-18.249,325,0.4677,0.1538,0.3785,0.1292,0.3385,FALSE,label_5
sample_4238,1,type_0,12,-18.279,351,0.4302,0.3077,0.2621,0.1852,0.245,FALSE,label_2
sample_4239,1,type_0,13,-20.147,193,0.5078,0.2642,0.228,0.2124,0.2953,FALSE,label_4
sample_4240,0,type_1,10,-17.339,454,0.3722,0.2996,0.3282,0.2753,0.0969,FALSE,label_0
sample_4241,0,type_0,2,-17.74,2755,0.2569,0.3729,0.3702,0.125,0.1318,TRUE,label_1
sample_4242,1,type_0,52,-17.657,2084,0.3546,0.356,0.2893,0.1804,0.1742,FALSE,label_5
sample_4243,1,type_0,18,-21.782,587,0.4174,0.3032,0.2794,0.2164,0.201,FALSE,label_2
sample_4244,0,type_0,1,-19.49,2745,0.3875,0.2896,0.3229,0.1977,0.1898,TRUE,label_4
sample_4245,0,type_0,6,-18.254,196,0.4796,0.3776,0.1429,0.0969,0.3827,FALSE,label_1
sample_4246,1,type_0,21,-18.402,533,0.4015,0.3265,0.272,0.2083,0.1932,FALSE,label_2
sample_4247,0,type_0,21,-18.42,724,0.4061,0.3094,0.2845,0.2113,0.1948,FALSE,label_2
sample_4248,0,type_0,24,-18.796,736,0.3505,0.375,0.2745,0.1481,0.2024,FALSE,label_6
sample_4249,1,type_4,32,-20.852,708,0.3842,0.3249,0.291,0.202,0.1822,FALSE,label_1
sample_4250,0,type_0,15,-19.085,353,0.4023,0.3229,0.2748,0.1813,0.221,FALSE,label_2
sample_4251,0,type_3,42,-19.795,1607,0.4978,0.2539,0.2483,0.252,0.2458,FALSE,label_2
sample_4252,0,type_0,17,-18.466,300,0.42,0.3567,0.2233,0.21,0.21,FALSE,label_3
sample_4253,1,type_0,79,-18.888,2972,0.3617,0.3234,0.3149,0.2049,0.1568,FALSE,label_0
sample_4254,1,type_0,4,-18.665,258,0.3488,0.3062,0.345,0.186,0.1628,FALSE,label_4
sample_4255,1,type_3,15,-19.509,602,0.5349,0.2159,0.2492,0.2724,0.2625,FALSE,label_2
sample_4256,1,type_3,15,-19.225,441,0.5034,0.2404,0.2562,0.2562,0.2472,FALSE,label_3
sample_4257,1,type_3,38,-20.146,329,0.5653,0.2462,0.1884,0.3404,0.2249,FALSE,label_3
sample_4258,1,type_0,14,-17.949,265,0.4491,0.2981,0.2528,0.2189,0.2302,FALSE,label_0
sample_4259,1,type_3,11,-18.204,371,0.496,0.2102,0.2938,0.2399,0.2561,FALSE,label_2
sample_4260,0,type_3,6,-20.272,113,0.4602,0.2743,0.2655,0.1858,0.2743,FALSE,label_1
sample_4261,1,type_3,19,-18.41,484,0.4545,0.2831,0.2624,0.188,0.2665,FALSE,label_1
sample_4262,1,type_3,60,-18.781,2954,0.3609,0.3253,0.3138,0.1933,0.1676,FALSE,label_4
sample_4263,1,type_0,23,-18.954,575,0.5252,0.2226,0.2522,0.2383,0.287,FALSE,label_3
sample_4264,1,type_3,7,-20.099,297,0.4848,0.2626,0.2525,0.266,0.2189,FALSE,label_1
sample_4265,0,type_2,4,-21.32,204,0.5637,0.2353,0.201,0.2353,0.3284,FALSE,label_1
